OBJECTID,AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_T,PROV_E,FormalRegi,F4Region,TMDRegion,MetroRegio,Units,UnitsTH,lat,lon
559,"5208",เถิน,Thoen,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,17.5663830245,99.2865467994
560,"5209",แม่พริก,Mae Phrik,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,17.5028284748,99.0538104403
561,"5210",แม่ทะ,Mae Tha,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.1053585965,99.5724117709
562,"5211",สบปราบ,Sop Prap,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,17.8967313419,99.3358160396
563,"5212",ห้างฉัตร,Hang Chat,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.3429003400,99.2758316175
564,"5213",เมืองปาน,Mueang Pan,"52",ลำปาง,Lampang,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.7922908376,99.4518217153
565,"5301",เมืองอุตรดิตถ์,Mueang Uttaradit,"53",อุตรดิตถ์,Uttaradit,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.6829811864,100.1905018942
566,"5302",ตรอน,Tron,"53",อุตรดิตถ์,Uttaradit,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.4678854631,100.1337382012
567,"5303",ท่าปลา,Tha Pla,"53",อุตรดิตถ์,Uttaradit,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.8678237191,100.4761815515
568,"5304",น้ำปาด,Nam Pat,"53",อุตรดิตถ์,Uttaradit,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.7040485914,100.7286784117
569,"5305",ฟากท่า,Fak Tha,"53",อุตรดิตถ์,Uttaradit,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,18.0043670173,100.8766069678
570,"5306",บ้านโคก,Ban Khok,"53",อุตรดิตถ์,Uttaradit,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,18.1382184368,101.0575289015
571,"5307",พิชัย,Phichai,"53",อุตรดิตถ์,Uttaradit,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.2959751115,100.1077135528
572,"5308",ลับแล,Laplae,"53",อุตรดิตถ์,Uttaradit,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.6606215449,100.0124721368
573,"5309",ทองแสนขัน,Thong Saen Khan,"53",อุตรดิตถ์,Uttaradit,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.4932068894,100.3938872868
574,"5401",เมืองแพร่,Mueang Phrae,"54",แพร่,Phrae,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.1148920666,100.2461435539
575,"5402",ร้องกวาง,Rong Kwang,"54",แพร่,Phrae,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.3332599627,100.3781985755
576,"5403",ลอง,Long,"54",แพร่,Phrae,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.1322994024,99.8873092750
577,"5404",สูงเม่น,Sung Men,"54",แพร่,Phrae,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.0377878113,100.1236393352
578,"5405",เด่นชัย,Den Chai,"54",แพร่,Phrae,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,17.9197799669,100.0190986456
579,"5406",สอง,Song,"54",แพร่,Phrae,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.5777554416,100.2143311123
580,"5407",วังชิ้น,Wang Chin,"54",แพร่,Phrae,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,17.8632579547,99.6373913342
581,"5408",หนองม่วงไข่,Nong Muang Khai,"54",แพร่,Phrae,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.2944154605,100.1598526821
582,"5501",เมืองน่าน,Mueang Nan,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.8856952025,100.6647829317
583,"5502",แม่จริม,Mae Charim,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.7173587463,101.1013376295
584,"5503",บ้านหลวง,Ban Luang,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.8454750758,100.4449387729
585,"5504",นาน้อย,Na Noi,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.3218332940,100.7483615915
586,"5505",ปัว,Pua,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.1653392298,100.9933433400
587,"5506",ท่าวังผา,Tha Wang Pha,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.1295577672,100.7485988195
588,"5507",เวียงสา,Wiang Sa,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.5659941289,100.7069925474
589,"5508",ทุ่งช้าง,Thung Chang,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.4660405942,100.9175977900
590,"5509",เชียงกลาง,Chiang Klang,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.3018281974,100.8902690613
591,"5510",นาหมื่น,Na Muen,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.1412601119,100.6294134941
592,"5511",สันติสุข,Santi Suk,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.9194271061,100.9859798927
593,"5512",บ่อเกลือ,Bo Kluea,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.1020180217,101.1902658390
594,"5513",สองแคว,Song Khwae,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.4049083724,100.6643633370
595,"5514",ภูเพียง,Phu Phiang,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.7874060411,100.8654438742
596,"5515",เฉลิมพระเกียรติ,Chaloem Phra Kiat,"55",น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.5063566116,101.1323950989
597,"5601",เมืองพะเยา,Mueang Phayao,"56",พะเยา,Phayao,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.1514845208,99.8666169046
598,"5602",จุน,Chun,"56",พะเยา,Phayao,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.3677460057,100.1434449470
599,"5603",เชียงคำ,Chiang Kham,"56",พะเยา,Phayao,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.4785078150,100.3502211271
600,"5604",เชียงม่วน,Chiang Muan,"56",พะเยา,Phayao,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.9395837169,100.2876477933
601,"5605",ดอกคำใต้,Dok Khamtai,"56",พะเยา,Phayao,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.1026314268,100.0563506127
602,"5606",ปง,Pong,"56",พะเยา,Phayao,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.1885449690,100.3832916439
603,"5607",แม่ใจ,Mae Chai,"56",พะเยา,Phayao,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.3798371274,99.7976744460
604,"5608",ภูซาง,Phu Sang,"56",พะเยา,Phayao,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.6278607520,100.3653547826
605,"5609",ภูกามยาว,Phu Kamyao,"56",พะเยา,Phayao,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,19.3203044777,99.9676989050
