OBJECTID,AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_T,PROV_E,FormalRegi,F4Region,TMDRegion,MetroRegio,Units,UnitsTH,lat,lon
667,"6303",สามเงา,Sam Ngao,"63",ตาก,Tak,ภาคตะวันตก,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,17.4021544598,98.8046650012
668,"6304",แม่ระมาด,Mae Ramat,"63",ตาก,Tak,ภาคตะวันตก,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,17.0777033602,98.6176344739
669,"6305",ท่าสองยาง,Tha Song Yang,"63",ตาก,Tak,ภาคตะวันตก,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,17.4816807431,98.1205951886
670,"6306",แม่สอด,Mae Sot,"63",ตาก,Tak,ภาคตะวันตก,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.7491196151,98.7112227791
671,"6307",พบพระ,Phop Phra,"63",ตาก,Tak,ภาคตะวันตก,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.4751521461,98.8214968256
672,"6308",อุ้มผาง,Umphang,"63",ตาก,Tak,ภาคตะวันตก,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,15.7985388154,98.8769986110
673,"6309",วังเจ้า,Wang Chao,"63",ตาก,Tak,ภาคตะวันตก,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.6202463601,99.1280327067
674,"6401",เมืองสุโขทัย,Mueang Sukhothai,"64",สุโขทัย,Sukhothai,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.0247553328,99.7755153534
675,"6402",บ้านด่านลานหอย,Ban Dan Lan Hoi,"64",สุโขทัย,Sukhothai,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.0594380292,99.4911197674
676,"6403",คีรีมาศ,Khiri Mat,"64",สุโขทัย,Sukhothai,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.8335944826,99.7348073123
677,"6404",กงไกรลาศ,Kong Krailat,"64",สุโขทัย,Sukhothai,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.9402389031,99.9750195119
678,"6405",ศรีสัชนาลัย,Si Satchanalai,"64",สุโขทัย,Sukhothai,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.6003078904,99.7041699119
679,"6406",ศรีสำโรง,Si Samrong,"64",สุโขทัย,Sukhothai,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.1633859294,99.7397296676
680,"6407",สวรรคโลก,Sawankhalok,"64",สุโขทัย,Sukhothai,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.3014866922,99.8349167776
681,"6408",ศรีนคร,Si Nakhon,"64",สุโขทัย,Sukhothai,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.3824700314,99.9668482288
682,"6409",ทุ่งเสลี่ยม,Thung Saliam,"64",สุโขทัย,Sukhothai,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.3565148181,99.5525338041
683,"6501",เมืองพิษณุโลก,Mueang Phitsanulok,"65",พิษณุโลก,Phitsanulok,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.8373072584,100.2846699396
684,"6502",นครไทย,Nakhon Thai,"65",พิษณุโลก,Phitsanulok,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.1047705394,100.8649711911
685,"6503",ชาติตระการ,Chat Trakan,"65",พิษณุโลก,Phitsanulok,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.3941757384,100.6727999777
686,"6504",บางระกำ,Bang Rakam,"65",พิษณุโลก,Phitsanulok,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.7259973756,100.0391623144
687,"6505",บางกระทุ่ม,Bang Krathum,"65",พิษณุโลก,Phitsanulok,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.5964396399,100.3493317611
688,"6506",พรหมพิราม,Phrom Phiram,"65",พิษณุโลก,Phitsanulok,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.0782545097,100.1596110484
689,"6507",วัดโบสถ์,Wat Bot,"65",พิษณุโลก,Phitsanulok,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,17.1571420200,100.3658864091
690,"6508",วังทอง,Wang Thong,"65",พิษณุโลก,Phitsanulok,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.8222006536,100.5774362206
691,"6509",เนินมะปราง,Noen Maprang,"65",พิษณุโลก,Phitsanulok,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.5852798452,100.7066884362
692,"6601",เมืองพิจิตร,Mueang Phichit,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.4108197364,100.3670168904
693,"6602",วังทรายพูน,Wang Sai Phun,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.3791788727,100.5408201674
694,"6603",โพธิ์ประทับช้าง,Pho Prathap Chang,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.3162526539,100.1807669081
695,"6604",ตะพานหิน,Taphan Hin,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.2097847717,100.4103643641
696,"6605",บางมูลนาก,Bang Mun Nak,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.0324468067,100.4269344068
697,"6606",โพทะเล,Pho Thale,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.0627242582,100.2420076304
698,"6607",สามง่าม,Sam Ngam,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.4504176508,100.1420816263
699,"6608",ทับคล้อ,Thap Khlo,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.1935592162,100.5951947778
700,"6609",สากเหล็ก,Sak Lek,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.5059955713,100.5083887472
701,"6610",บึงนาราง,Bueng Na Rang,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.1907951478,100.1328449121
702,"6611",ดงเจริญ,Dong Charoen,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.0014019023,100.6158416453
703,"6612",วชิรบารมี,Wachirabarami,"66",พิจิตร,Phichit,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG08,ศูนย์ ปภ. เขต 8,16.5187039245,100.0973413689
704,"6701",เมืองเพชรบูรณ์,Mueang Phetchabun,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.3831074869,101.1824077939
705,"6702",ชนแดน,Chon Daen,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.1246589355,100.8290269697
706,"6703",หล่มสัก,Lom Sak,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.7284264303,101.3115244661
707,"6704",หล่มเก่า,Lom Kao,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.9917862326,101.2774907601
708,"6705",วิเชียรบุรี,Wichian Buri,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,15.6596146404,101.0980613251
709,"6706",ศรีเทพ,Si Thep,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,15.4418231916,101.1371746550
710,"6707",หนองไผ่,Nong Phai,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.0217270353,101.1375451891
711,"6708",บึงสามพัน,Bueng Sam Phan,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,15.8297119927,101.0037553820
712,"6709",น้ำหนาว,Nam Nao,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.8458072438,101.5892332534
713,"6710",วังโป่ง,Wang Pong,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.3508123780,100.8057197357
714,"6711",เขาค้อ,Khao Kho,"67",เพชรบูรณ์,Phetchabun,ภาคกลาง,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG09,ศูนย์ ปภ. เขต 9,16.6542917451,100.9886136454
715,"7001",เมืองราชบุรี,Mueang Ratchaburi,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.5420993916,99.7670256022
716,"7002",จอมบึง,Chom Bueng,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.6401121887,99.5193259924
717,"7003",สวนผึ้ง,Suan Phueng,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.5508345250,99.2930210365
718,"7004",ดำเนินสะดวก,Damnoen Saduak,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.5687813410,99.9676875897
719,"7005",บ้านโป่ง,Ban Pong,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.8200344087,99.8250907325
720,"7006",บางแพ,Bang Phae,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.6794619091,99.9781582723
721,"7007",โพธาราม,Photharam,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.7102975727,99.7527700341
722,"7008",ปากท่อ,Pak Tho,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.3644689033,99.6580803757
723,"7009",วัดเพลง,Wat Phleng,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.4500240813,99.8645314560
724,"7010",บ้านคา,Ban Kha,"70",ราชบุรี,Ratchaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.3216680561,99.3866412825
725,"7101",เมืองกาญจนบุรี,Mueang Kanchanaburi,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.0730460112,99.3298561375
726,"7102",ไทรโยค,Sai Yok,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.2604499063,98.9242329592
727,"7103",บ่อพลอย,Bo Phloi,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.4048843646,99.4403440999
728,"7104",ศรีสวัสดิ์,Si Sawat,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.6678689656,99.1218323288
729,"7105",ท่ามะกา,Tha Maka,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,13.9456808050,99.7777279534
730,"7106",ท่าม่วง,Tha Muang,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,13.9176807061,99.6029709939
731,"7107",ทองผาภูมิ,Thong Pha Phum,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.8322071440,98.6900252914
732,"7108",สังขละบุรี,Sangkhla Buri,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,15.1984767449,98.5255881775
733,"7109",พนมทวน,Phanom Thuan,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.1577210635,99.6854434546
734,"7110",เลาขวัญ,Lao Khwan,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.5979079097,99.6898828155
735,"7111",ด่านมะขามเตี้ย,Dan Makham Tia,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,13.8394551872,99.3255373595
736,"7112",หนองปรือ,Nong Prue,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.6749535355,99.4168446607
737,"7113",ห้วยกระเจา,Huai Krachao,"71",กาญจนบุรี,Kanchanaburi,ภาคตะวันตก,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.3410475830,99.6747928656
738,"7201",เมืองสุพรรณบุรี,Mueang Suphan Buri,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.4897632453,100.0666848183
739,"7202",เดิมบางนางบวช,Doem Bang Nang Buat,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.8770839959,100.0309527468
740,"7203",ด่านช้าง,Dan Chang,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.8831868253,99.5085840417
741,"7204",บางปลาม้า,Bang Pla Ma,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.3524866563,100.1469191472
742,"7205",ศรีประจันต์,Si Prachan,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.6321449614,100.1485303950
743,"7206",ดอนเจดีย์,Don Chedi,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.6473706624,99.9411077733
744,"7207",สองพี่น้อง,Song Phi Nong,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.1940075229,99.9899912012
745,"7208",สามชุก,Sam Chuk,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.7560272949,100.0653137678
746,"7209",อู่ทอง,U Thong,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.4142089437,99.8855081979
747,"7210",หนองหญ้าไซ,Nong Ya Sai,"72",สุพรรณบุรี,Suphan Buri,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG02,ศูนย์ ปภ. เขต 2,14.7818558467,99.8541612507
748,"7301",เมืองนครปฐม,Mueang Nakhon Pathom,"73",นครปฐม,Nakhon Pathom,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,13.8202691986,100.0203509184
749,"7302",กำแพงแสน,Kamphaeng Saen,"73",นครปฐม,Nakhon Pathom,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,14.0309677384,99.9618064323
750,"7303",นครชัยศรี,Nakhon Chai Si,"73",นครปฐม,Nakhon Pathom,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,13.8216172152,100.1788344737
751,"7304",ดอนตูม,Don Tum,"73",นครปฐม,Nakhon Pathom,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,13.9494244094,100.0923870855
752,"7305",บางเลน,Bang Len,"73",นครปฐม,Nakhon Pathom,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,14.0472175824,100.1860273184
753,"7306",สามพราน,Sam Phran,"73",นครปฐม,Nakhon Pathom,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,13.7238656864,100.2163611286
754,"7307",พุทธมณฑล,Phutthamonthon,"73",นครปฐม,Nakhon Pathom,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,13.8307198363,100.2875462539
755,"7401",เมืองสมุทรสาคร,Mueang Samut Sakhon,"74",สมุทรสาคร,Samut Sakhon,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,13.5308756550,100.2520484803
756,"7402",กระทุ่มแบน,Krathum Baen,"74",สมุทรสาคร,Samut Sakhon,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,13.6589253230,100.2730575706
757,"7403",บ้านแพ้ว,Ban Phaeo,"74",สมุทรสาคร,Samut Sakhon,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,RG01,ศูนย์ ปภ. เขต 1,13.5899119877,100.1174481516
758,"7501",เมืองสมุทรสงคราม,Mueang Samut Songkhram,"75",สมุทรสงคราม,Samut Songkhram,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.3988462950,99.9984174337
759,"7502",บางคนที,Bang Khonthi,"75",สมุทรสงคราม,Samut Songkhram,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.4766557188,99.9487949759
760,"7503",อัมพวา,Amphawa,"75",สมุทรสงคราม,Samut Songkhram,ภาคกลาง,ภาคกลาง,ภาคกลาง,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.3635870615,99.9087689800
761,"7601",เมืองเพชรบุรี,Mueang Phetchaburi,"76",เพชรบุรี,Phetchaburi,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.0815912536,99.9692972654
762,"7602",เขาย้อย,Khao Yoi,"76",เพชรบุรี,Phetchaburi,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.2438811600,99.8046735789
763,"7603",หนองหญ้าปล้อง,Nong Ya Plong,"76",เพชรบุรี,Phetchaburi,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.1283293600,99.4744647904
764,"7604",ชะอำ,Cha-am,"76",เพชรบุรี,Phetchaburi,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,12.7578739979,99.9004618853
765,"7605",ท่ายาง,Tha Yang,"76",เพชรบุรี,Phetchaburi,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,12.8166700690,99.7905238565
766,"7606",บ้านลาด,Ban Lat,"76",เพชรบุรี,Phetchaburi,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.0469033790,99.8501050647
767,"7607",บ้านแหลม,Ban Laem,"76",เพชรบุรี,Phetchaburi,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,13.1760562933,99.9837798527
768,"7608",แก่งกระจาน,Kaeng Krachan,"76",เพชรบุรี,Phetchaburi,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,12.8595627867,99.4638049489
769,"7701",เมืองประจวบคีรีขันธ์,Mueang Prachuap Khiri Khan,"77",ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,11.8733003892,99.7204111314
770,"7702",กุยบุรี,Kui Buri,"77",ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,12.1130959713,99.7367648182
771,"7703",ทับสะแก,Thap Sakae,"77",ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,11.5459256121,99.5645858858
772,"7704",บางสะพาน,Bang Saphan,"77",ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,11.2904128250,99.4447699974
773,"7705",บางสะพานน้อย,Bang Saphan Noi,"77",ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,11.0647236385,99.3363315584
774,"7706",ปราณบุรี,Pran Buri,"77",ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,12.3918632667,99.7307381661
775,"7707",หัวหิน,Hua Hin,"77",ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,12.5152986858,99.7048833195
776,"7708",สามร้อยยอด,Sam Roi Yot,"77",ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,ภาคกลาง,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG04,ศูนย์ ปภ. เขต 4,12.2600322975,99.7272111941
777,"8001",เมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.4340968860,99.9716219568
778,"8002",พรหมคีรี,Phrom Khiri,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.5461259589,99.8071077908
779,"8003",ลานสกา,Lan Saka,"80",นครศรีธรรมราช,Nakhon Si Thammarat,ภาคใต้,ภาคใต้,ภาคใต้ฝั่งตะวันออก,ต่างจังหวัด,RG11,ศูนย์ ปภ. เขต 11,8.3768983915,99.7757901667
